title	fact
Did President Trump Sign Visa-Free Travel Policies for Various Countries?	President Trump has signed visa-free travel policies for residents of a number of different countries.
Did President Trump Sign a Law Restricting Welfare for ‘Deadbeats’?	President Trump signed an executive order cutting off welfare to 'deadbeats, drug addicts and scam artists.'
Did President Trump Sign an Executive Order Giving Veterans Free Care at Any Hospital?	President Trump signed an executive order in March 2018 that grants veterans free health care at any hospital.
Did President Trump Sign an Order Barring Undocumented Immigrants from Receiving Welfare?	President Donald Trump signed an executive order that bars undocumented people from receiving welfare.
Did President Trump Strong Arm Qatar Into Bailing Out Jared Kushner?	President Donald Trump and Jared Kushner have used their public offices to manipulate Gulf countries for personal gain.
Did President Trump Tell Belgium to ‘Withdraw from the Climate Agreement’?	President Donald Trump sent a video message to Belgian citizens criticizing their government for being part of the Paris Climate Change Agreement.
Did President Trump Touch the Face of a Veteran Who Lost Both Arms?	A photograph shows U.S. President Donald Trump touching the face of a wounded veteran who lost both of his arms because the president knew the man couldn't shake hands.
Did President Trump Tour a Chemtrail Plane?	A photograph shows President Trump touring a chemtrail plane.
Did President Trump Tout San Antonio as a City Made Safe by a Border Wall?	President Trump cited the city of San Antonio, Texas, as an example of a city made much safer by the construction of a wall.
Did President Trump ‘Crash’ a Wedding and ‘Grope’ the Bride?	"U.S. President Donald Trump ""crashed"" a wedding a ""groped"" the bride."
Did President Trump ‘Crash’ a Wedding and ‘Grope’ the Bride?	U.S. President Donald Trump 'crashed' a wedding a 'groped' the bride.
Did President Trump ‘Reinstate’ a Memorial Day for Police Officers, Cancelled by Obama?	Donald Trump reinstated a day of commemoration for fallen police, which had been cancelled by Barack Obama
Did President Trump’s Grandfather Beg the Government of Bavaria Not to Deport Him?	President Trump’s grandfather Friedrich unsuccessfully petitioned the government of Bavaria (now southeast Germany) not to deport him and his family.
Did President Trump’s Twitter Account Gain Five Million New Bot Followers in Three Days?	President Donald Trump got five million new Twitter followers in three days, and most of them are bots.
Did President Trump’s USDA Pick Say Scientists Are ‘Dumb’ for Believing Dinosaurs Existed?	Did Sam Clovis (a President Trump pick for a U.S. Department of Agriculture science position) called scientists 'dumb' and claimed that dinosaurs never existed.
Did Presidents Obama and Trump Write Wildly Different Entries in the Yad Yashem Guestbook?	An image accurately depicts what President Trump and President Obama wrote in the Yad Yashem guest book.
Did Prince Philip Refer to Melania Trump as ‘Stormy’?	Prince Philip mistakenly referred to Melania Trump as 'Stormy' during the U.S. First Couple's state visit to the UK.
Did Principal Mamasai Mamakusa Expel Two Children for Wearing Crucifixes?	A school principal in Richmond expelled two children for wearing crucifixes to school.
Did Pro-Choice Protesters Carry a Sign That Likened Fetuses to ‘Parasites’?	"A photograph shows pro-choice activists carrying a sign that reads ""Parasites don't have rights."""
Did Pro-Choice Protesters Carry a Sign That Likened Fetuses to ‘Parasites’?	A photograph shows pro-choice activists carrying a sign that reads 'Parasites don't have rights.'
Did Protesters Burn a Minnesota County’s Flag and Raise an Anti-Fascist One at a Local Jail?	On 14 August 2017, protesters removed and destroyed the county flag from the Hennepin County, Minnesota jail, and temporarily replaced it with an Antifa flag.
Did Protesters Vandalize Brett Kavanaugh’s House?	Left-wing protesters vandalized the home of Supreme Court nominee Brett Kavanaugh.
Did Puerto Rico’s Teamsters Union Go on Strike During Hurricane Maria Relief Efforts?	In September 2017, truck drivers' unions in Puerto Rico went on strike and refused to take part in relief efforts after a series of hurricanes.
Did Putin Issue an Arrest Warrant for George Soros?	Russian President Vladimir Putin issued an arrest warrant for George Soros.
Did Putin Just Send Two Supersonic Nuclear Bombers to Venezuela?	Russian president Vladimir Putin sent two supersonic nuclear bombers to Venezuela in December 2018.
Did Queen Elizabeth II ‘Troll’ President Trump with Her Tiara?	Queen Elizabeth II wore a Burmese Ruby Tiara as a slight against U.S. President Donald Trump.
Did Queen Elizabeth Suspend the Wedding of Prince Harry and Meghan Markle?	Queen Elizabeth is so upset at public comments made by royal bride-to-be Meghan Markle that she has suspended or threatened to suspend Prince Harry's wedding.
Did Rachel Maddow Tweet That Donald Trump Needs to be ‘Taken Out?’	Rachel Maddow tweeted that Donald Trump needs to be 'taken out' before he destroys America.
Did Raleigh Restaurant Employees Sing an Offensive Song at a Group of Police Officers?	Restaurant workers at Smithfield's Chicken & Barbeque Jones Sausage in Raleigh sang 'fuck the police' at visiting officers.
Did Rapper DMX Die?	The rapper DMX (Earl Simmons) died in February 2018.
Did Rashida Tlaib and Ilhan Omar Co-Sponsor a Bill to Recognize Muslim Holidays as Federal Holidays?	U.S. Representatives Rashid Tlaib and Ilhan Omar co-sponsored legislation to recognize Muslim holidays as federal holidays.
Did Rep. Alexandria Ocasio-Cortez Claim Walls Could Not Be Built in Mountains?	U.S. Rep. Alexandria Ocasio-Cortez once said, 'All the technology in the world won't let us build a wall in mountains.'
Did Rep. Alexandria Ocasio-Cortez Forget to Vote for Her Own Bill?	Alexandria Ocasio-Cortez neglected to vote for her own 'Green New Deal' resolution, which was defeated without receiving a single vote in favor.
Did Rep. Alexandria Ocasio-Cortez Say it Was ‘Wrong’ for Billionaires to Exist?	Rep. Alexandria Ocasio-Cortez said the existence of billionaires was wrong.
Did Rep. Darrell Issa ‘Hide’ on a Rooftop to Avoid Protesters?	"Rep. Darrell Issa ""hid"" on the roof of his California office to avoid protesters."
Did Rep. Darrell Issa ‘Hide’ on a Rooftop to Avoid Protesters?	Rep. Darrell Issa 'hid' on the roof of his California office to avoid protesters.
Did Rep. Frederica Wilson Advocate Prosecuting People Who ‘Make Fun’ of Congress?	"Rep. Frederica Wilson advocated prosecuting persons who ""make fun of Congress"" online."
Did Rep. Ilhan Omar Call for Lighter Sentences for Would-Be ISIS Recruits?	"U.S. Representative Ilhan Omar has advocated shorter prison sentences for individuals ""caught trying to join ISIS."""
Did Rep. Ilhan Omar Call for Lighter Sentences for Would-Be ISIS Recruits?	U.S. Representative Ilhan Omar has advocated shorter prison sentences for individuals 'caught trying to join ISIS.'
Did Rep. Ilhan Omar Say ‘White Men Should Be Put in Chains’?	Ilhan Omar once called for white men to be enslaved and put in chains due to their reluctance to convert to Islam.
Did Rep. Ilhan Omar Walk Out of 9/11 Memorial Service?	U.S. Rep. Ilhan Omar walked out of a 9/11 memorial service in 2019.
Did Rep. Jim Jordan Say ‘Obama and Biden Were Cowering on Air Force 1’ on 9/11?	"U.S. Rep. Jim Jordan defended President Trump by proclaiming that Barack Obama and Joe Biden were ""cowering on Air Force One"" on 9/11."
Did Rep. John Lewis Skip Any Previous Inaugurations?	President-elect Donald Trump's inauguration will be the first presidential inauguration that Rep. John Lewis has skipped.
Did Rep. Mike Kennedy Say ‘Access to Hospitals’ Was Responsible for Deaths?	Rep. Mike Kennedy claimed that access to hospitals kills at least a million Americans per year.
Did Rep. Ocasio-Cortez Tweet That Hoda Muthana Was a Hero?	Rep. Alexandria Ocasio-Cortez tweeted that Hoda Muthana was more of a hero than United States veterans.
Did Republicans Actually Say These Things About Rape?	A list collects statements about rape made by Republican politicians.
Did Republicans Vote to Make It Legal to Ban Gays and Lesbians from Adopting?	The Republican majority in the House Appropriations Committee voted to approve an amendment allowing taxpayer-funded adoption agencies to deny services to LGBTQ families.
Did Rescued Thai Boys Opt to Return to Cave Rather Than Meet with Trump?	Boys rescued after being trapped in a cave for weeks preferred to return there rather than meet with President Trump.
Did Researchers Discover a 512-Year-Old Shark?	Researchers discovered a living Greenland shark that was 512 years old.
Did Researchers Find a Mummified, Three-Fingered Alien in Nazca, Peru?	A corpse found in Nazca, Peru, is that of an alien.
Did Retired Soccer Star Mia Hamm Die in January 2019?	Soccer star Mia Hamm died in January 2019.
Did Rhode Island’s Governor Sign an Executive Order to Seize Guns?	The governor of Rhode Island signed an executive order allowing the federal government to confiscate people's firearms.
